x,y,yaw,direction
-2.5,-0.0,-0.7853981633974483,1
-2.4292893218813454,-0.07071067811865483,-0.7853981633974483,1
-2.3585786437626908,-0.14142135623730967,-0.7853981633974483,1
-2.2878679656440357,-0.2121320343559645,-0.7853981633974483,1
-2.217157287525381,-0.28284271247461934,-0.7853981633974483,1
-2.1464466094067265,-0.3535533905932742,-0.7853981633974483,1
-2.0757359312880714,-0.424264068711929,-0.7853981633974483,1
-2.005025253169417,-0.49497474683058384,-0.6880837223854162,1
-1.9277788151543935,-0.558480556123838,-0.590769281373384,1
-1.8447275716446132,-0.614180564664943,-0.4934548403613519,1
-1.7566574057637871,-0.6615477039254447,-0.4934548403613519,1
-1.668587239882961,-0.7089148431859464,-0.4934548403613519,1
-1.580517074002135,-0.7562819824464482,-0.4934548403613519,1
-1.492446908121309,-0.8036491217069499,-0.39614039934931977,1
-1.4001911951946362,-0.8422351740107468,-0.29882595833728764,1
-1.3046229168270997,-0.8716750138517693,-0.20151151732525552,1
-1.2066464002022212,-0.8916900629412643,0.01460192039379038,1
-1.1066570608167607,-0.8902299227907355,0.23071535811283717,1
-1.009306754784999,-0.8673625242609,0.44682879583188395,1
-0.9191245610979988,-0.8241517392437263,0.5441432368439161,1
-0.8335674472584529,-0.7723832133670219,0.6414576778559482,1
-0.7534450085118802,-0.7125468129964974,0.7387721188679803,1
-0.6795154137884554,-0.6452087478028039,0.7387721188679803,1
-0.6055858190650305,-0.5778706826091105,0.7387721188679803,1
-0.5316562243416056,-0.510532617415417,0.7387721188679803,1
-0.4577266296181808,-0.44319455222172355,0.7387721188679803,1
-0.3837970348947559,-0.3758564870280301,0.7387721188679803,1
-0.30986744017133105,-0.30851842183433664,0.7387721188679803,1
-0.2359378454479062,-0.2411803566406432,0.7387721188679803,1
-0.16200825072448133,-0.17384229144694974,0.7387721188679803,1
-0.08807865600105647,-0.10650422625325628,0.7387721188679803,1
-0.007475145050961363,-0.04764665480315977,0.522658681148934,1
0.08387451545203595,-0.007442435864440489,0.30654524342988787,1
0.18172041767415914,0.012237988745409822,0.09043180571084175,1
0.28163141329551733,0.015004591321135408,0.07222599779362371,1
0.18188996428323678,0.018579929545132323,-0.14388743992542263,-1
0.08523535496477219,0.043460166521100074,-0.36000087764446875,-1
-0.0038357019293497885,0.08848778602568119,-0.5761143153635149,-1
-0.08117930722782862,0.15156794466465762,-0.7922277530825612,-1
-0.14319716409802652,0.22976593136324874,-1.0083411908016076,-1
-0.18700398348363567,0.31944370045794646,-1.2244546285206537,-1
-0.2105617179102106,0.4164291263897444,-1.4405680662396998,-1
-0.21651109876643249,0.5161951230740844,-1.476892074297373,-1
-0.23653116873019142,0.6139720962995403,-1.2607786365783267,-1
-0.27705235147780094,0.7051815993308592,-1.0446651988592803,-1
-0.3361894589194012,0.7855802449533194,-0.828551761140234,-1
-0.3500000000000001,0.7999999999999998,-0.7853981633974483,-1
