x,y,yaw,direction
-2.5,-0.0,-0.7853981633974483,1
-2.476371398808766,-0.02354067045337538,-0.8573741644571442,1
-2.368605078396799,-0.1479576453782665,-1.212950549733525,1
-2.332452720910641,-0.2444515050917253,-1.091894051784797,1
-2.2913966179609098,-0.3233834740203947,-0.960481942426605,1
-2.2383828020929264,-0.3990691155881978,-0.8180677702174495,1
-2.1889842016954404,-0.4517070659847533,-0.7094177607130977,1
-2.117513322260683,-0.5129795014570675,-0.5725291018013131,1
-2.051684302266924,-0.5553640215801741,-0.4686666639629409,1
-1.9804763840527995,-0.59137248418756,-0.37096840864078984,1
-1.9050079864097231,-0.6206860885310723,-0.2814053576907347,1
-1.710610439906488,-0.6767775721410096,-0.08384715255356867,1
-1.6224596684498862,-0.6840843905722305,-0.076868878748938,1
-1.5332622257370565,-0.6908527769192303,-0.08273909037574567,1
-1.4432101390451886,-0.6982189243806531,-0.10128139856286178,1
-1.344807456478611,-0.7084640438567944,-0.13421389238704484,1
-1.248059586553961,-0.7217724159659564,-0.1716372294534707,1
-1.1391603861874013,-0.7408949323631311,-0.21161281484056094,1
-0.8672197163257627,-0.7993806972364048,-0.2869588854460401,1
-0.7905509137692892,-0.822071514982686,-0.22041409617401153,1
-0.7145000449692147,-0.83917609482805,-0.14583402968261572,1
-0.6393708879239912,-0.850275335592404,-0.06297594757387248,1
-0.5655834641678745,-0.854992245514766,0.028085499886445264,1
-0.49367912055843677,-0.8530355268345784,0.12696788102412593,1
-0.42431067810050926,-0.8442429074056594,0.23298139570019583,1
-0.35821607270461,-0.8286211012732898,0.3451259798331119,1
-0.29616453948385413,-0.8063774623200537,0.46209314437157856,1
-0.2389318982100299,-0.7779375795763319,0.5823426388428414,1
-0.18720364442048298,-0.7439393035394515,0.7040636860161267,1
-0.141519870285574,-0.7052085565399904,0.8252460619604274,1
-0.102218821488401,-0.6626928473869134,0.9437883646423213,1
-0.0694020317286359,-0.6174500509410006,1.057441550434005,1
-0.012005218760728464,-0.5156931922462236,1.2887752261451597,1
0.04728512591446554,-0.31062949276409424,1.5851786948365643,1
0.0462868761388906,-0.2696475176866726,1.5364636821737085,1
0.04699572988819467,-0.23007023976330188,1.4817294621997497,1
0.049876425314730355,-0.19051828920650626,1.4176283311843512,1
0.0555440661555342,-0.14957845329014008,1.339842820375965,1
0.10603576657226288,0.06792423593449914,0.85686334722477,1
0.21405148854242784,0.19336473452452263,0.49799653507203967,1
0.24685107622297853,0.21150002891705055,0.41576890844341396,1
0.26650817454238496,0.2204272588592744,0.3678336096778325,1
0.3595012931381252,0.25648335719009907,0.1509624076567142,1
0.4085305696428576,0.2640385222551065,0.042354353308560855,1
0.4080065987135595,0.26405565712805235,0.04206934088511005,-1
0.35697663202332697,0.2619467829826212,-0.041171165577382096,-1
0.25568351612884355,0.2661150432170709,-0.20696483488382245,-1
0.18210742275981273,0.2816400218838737,-0.3310442930116735,-1
0.10968786487215443,0.30664370766362525,-0.45742438249514117,-1
0.042201996629297245,0.34001866581704365,-0.5815907987268274,-1
-0.018821542191449936,0.3803400268766488,-0.7021913669971758,-1
-0.1612184158610397,0.5010684105161238,-1.0090574756992226,-1
-0.20149809198721735,0.5666155494162002,-1.0425157728405192,-1
-0.26121882715818323,0.670658476912089,-1.0423009025350263,-1
-0.3060398636247359,0.7491326408812389,-0.9308210850124365,-1
-0.35000000000000053,0.7999999999999995,-0.7853981633974483,-1
