timestamp,x,y,yaw,velocity,steering
1787917740.344309,-0.180120,-2.747465,1.949603,0.0000,0.0000
1787917740.350841,-0.180037,-2.747340,1.950043,0.0039,0.0000
1787917740.357596,-0.180245,-2.747436,1.949392,0.0022,0.0000
1787917740.365503,-0.180113,-2.747368,1.949691,0.0021,0.0000
1787917740.370914,-0.179926,-2.747334,1.950183,-0.0006,0.0000
1787917740.378409,-0.180260,-2.747436,1.949434,0.0007,0.0000
1787917740.384980,-0.180109,-2.747370,1.949722,0.0008,0.0000
1787917740.390814,-0.180311,-2.747421,1.949349,0.0019,0.0000
1787917740.397869,-0.180139,-2.747375,1.949580,0.0005,0.0000
1787917740.404949,-0.180305,-2.747359,1.949468,0.0035,0.0000
1787917740.412585,-0.180484,-2.747485,1.949195,0.0005,0.0000
1787917740.417099,-0.180141,-2.747495,1.949809,-0.0087,0.0000
1787917740.424195,-0.180160,-2.747422,1.949725,-0.0029,0.0000
1787917740.431032,-0.180177,-2.747402,1.949641,-0.0010,0.0000
1787917740.437552,-0.180097,-2.747327,1.949670,0.0012,0.0000
1787917740.444937,-0.179970,-2.747343,1.950100,-0.0017,0.0000
1787917740.450850,-0.180064,-2.747354,1.949771,0.0001,0.0000
1787917740.457326,-0.180090,-2.747342,1.949848,0.0010,0.0000
1787917740.465016,-0.179987,-2.747463,1.950038,-0.0052,0.0000
1787917740.470792,-0.180055,-2.747373,1.949885,0.0020,0.0000
1787917740.480270,-0.180157,-2.747471,1.949734,-0.0003,0.0000
1787917740.484264,-0.180175,-2.747400,1.949869,0.0052,0.0000
1787917740.490652,-0.180319,-2.747461,1.949325,0.0035,0.0000
1787917740.497794,-0.180196,-2.747430,1.949657,0.0018,0.0000
1787917740.504604,-0.180339,-2.747404,1.949420,0.0046,0.0000
1787917740.510650,-0.180311,-2.747479,1.949351,-0.0008,0.0000
1787917740.517787,-0.180307,-2.747288,1.949536,0.0069,0.0000
1787917740.523941,-0.180152,-2.747394,1.949890,-0.0028,0.0000
1787917740.531076,-0.180395,-2.747402,1.949228,0.0015,0.0000
1787917740.537775,-0.180141,-2.747321,1.949767,0.0002,0.0000
1787917740.544751,-0.180221,-2.747315,1.949457,0.0017,0.0000
1787917740.551297,-0.180211,-2.747464,1.949480,-0.0054,0.0000
1787917740.557602,-0.180145,-2.747446,1.949689,-0.0041,0.0000
1787917740.563919,-0.180054,-2.747472,1.949958,-0.0056,0.0000
1787917740.571197,-0.180157,-2.747392,1.949762,0.0007,0.0000
1787917740.577449,-0.180163,-2.747378,1.949411,0.0012,0.0000
1787917740.584076,-0.180210,-2.747406,1.949698,0.0005,0.0000
1787917740.593136,-0.180142,-2.747317,1.949929,0.0022,0.0000
1787917740.597329,-0.180319,-2.747301,1.949432,0.0073,0.0000
1787917740.604289,-0.180286,-2.747278,1.949279,0.0055,0.0000
1787917740.611069,-0.180316,-2.747311,1.949474,0.0030,0.0000
1787917740.618093,-0.180384,-2.747319,1.949217,0.0029,0.0000
1787917740.624176,-0.180231,-2.747410,1.949543,-0.0050,0.0000
1787917740.630819,-0.180337,-2.747471,1.949419,-0.0043,0.0000
1787917740.638709,-0.180282,-2.747487,1.949472,-0.0043,0.0000
1787917740.646876,-0.180236,-2.747398,1.949669,-0.0006,0.0000
1787917740.651112,-0.180102,-2.747361,1.949809,-0.0015,0.0000
1787917740.657883,-0.180249,-2.747454,1.949560,-0.0025,0.0000
1787917740.664548,-0.179993,-2.747519,1.949818,-0.0087,0.0000
1787917740.673451,-0.179939,-2.747395,1.950251,-0.0029,0.0000
1787917740.677690,-0.180024,-2.747380,1.949960,0.0012,0.0000
1787917740.685560,-0.180026,-2.747371,1.949690,0.0012,0.0000
1787917740.690902,-0.179865,-2.747247,1.950325,0.0040,0.0000
1787917740.697686,-0.180055,-2.747321,1.949870,0.0028,0.0000
1787917740.704269,-0.180244,-2.747291,1.949362,0.0064,0.0000
1787917740.710522,-0.180174,-2.747428,1.949655,-0.0029,0.0000
1787917740.719867,-0.180228,-2.747429,1.949698,-0.0014,0.0000
1787917740.724154,-0.180330,-2.747378,1.949551,0.0050,0.0000
1787917740.730866,-0.180234,-2.747511,1.949523,-0.0036,0.0000
1787917740.737963,-0.180198,-2.747444,1.949760,-0.0005,0.0000
1787917740.744143,-0.180212,-2.747342,1.949864,0.0045,0.0000
1787917740.752663,-0.180145,-2.747321,1.949767,0.0030,0.0000
1787917740.757408,-0.180180,-2.747372,1.949436,-0.0001,0.0000
1787917740.765028,-0.180053,-2.747347,1.950106,-0.0010,0.0000
