x,y,yaw,direction
1.0,-2.5,1.5707963267948966,1
1.0,-2.4,1.683132818852366,1
0.9887899630397969,-2.3006303111036828,1.7954693109098354,1
0.9665112053347649,-2.2031436096766654,1.9078058029673048,1
0.9334445778520584,-2.1087688347263644,2.0201422950247743,1
0.8900069258409515,-2.018695695623955,2.0201422950247743,1
0.8465692738298447,-1.9286225565215458,2.0201422950247743,1
0.8031316218187379,-1.8385494174191366,2.0201422950247743,1
0.759693969807631,-1.7484762783167271,2.0201422950247743,1
0.7162563177965242,-1.6584031392143177,2.0201422950247743,1
0.6728186657854174,-1.5683300001119083,2.0201422950247743,1
0.6293810137743105,-1.4782568610094988,2.0201422950247743,1
0.5859433617632037,-1.3881837219070894,2.0201422950247743,1
0.5425057097520969,-1.29811058280468,2.0201422950247743,1
0.49906805774099006,-1.2080374437022705,2.0201422950247743,1
0.4556304057298832,-1.117964304599861,2.0201422950247743,1
0.4121927537187764,-1.0278911654974516,2.0201422950247743,1
0.36875510170766956,-0.9378180263950422,2.0201422950247743,1
0.32531744969656273,-0.8477448872926328,2.0201422950247743,1
0.2818797976854559,-0.7576717481902233,2.1324787870822437,1
0.2286187058335587,-0.6730357269301015,2.244815279139713,1
0.16620559529264156,-0.5949037639917032,2.3571517711971826,1
0.09542725959449094,-0.52426080825088,2.469488263254652,1
0.017175946156921196,-0.4619974004956404,2.469488263254652,1
-0.06107536728064833,-0.3997339927404009,2.469488263254652,1
-0.13932668071821808,-0.33747058498516136,2.469488263254652,1
-0.21317569675702375,-0.2703238315057992,2.28486161624436,1
-0.26820607290273046,-0.18716200299527852,2.025880248597051,1
-0.3001038466328405,-0.09268044897009364,1.7668988809497423,1
-0.30674152239051944,0.0068191655039688825,1.5079175133024338,1
-0.2876763850884494,0.10470048425072687,1.2489361456551251,1
-0.24418002801222416,0.1944350870583884,0.9899547780078164,1
-0.17955047679473557,0.2704495232052646,0.7853981633974483,1
-0.2502611549133902,0.19973884508660955,0.7853981633974483,-1
-0.320971833032045,0.12902816696795494,0.7853981633974483,-1
-0.39168251115069963,0.058317488849300325,0.7853981633974483,-1
-0.46239318926935447,-0.012393189269354288,0.7853981633974483,-1
-0.5331038673880092,-0.0831038673880089,0.7853981633974483,-1
-0.6038145455066639,-0.15381454550666396,0.7853981633974483,-1
-0.6745252236253186,-0.22452522362531857,0.7853981633974483,-1
-0.7452359017439733,-0.2952359017439732,0.7853981633974483,-1
-0.8000000000000003,-0.3500000000000001,0.7853981633974483,-1
